Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3578.4674396970527
ACCEGCATKHNRXUHW,2290.23849467908
NKCE6GJ5XVJDXNNZ,11112.932042969973
NKCEB8BK3ZXDHDHM,8967.26891817
TOPEFDXSAHRNPF94,5610.269461523188
ACCE558KZHEPZYMG,8801.392484214604
ACCEAZCVAMFHDPY7,4990.8403855488505
NKCDYNY37JPBGBVM,2847.3778563251826
NKCEY8KWY33FCUYD,7166.759254726645
RNGE4YPTQYRECV9J,4496.111386878438
NKCE88AHBHJZREXH,4170.885126676185
CLTEJ5ZZGBP4JGGE,7447.885404506682
WATE3NWH5FZWAMDA,7373.351787791231
CAGE53FSFZVFPFHQ,2070.8539463073557
PCSEAKVBFFPGCHNZ,3844.2309841279643
WATDFFH3KJYBTYGG,6925.176790860976
NKCDWHFQSCHHYZMP,3031.8436094464464
RNGEB2PG3Q5RKDW6,3565.1596760502152
NKCE5UY9HHPZGGUZ,4500.440208795819
KTAEHETW3ZCMFMJR,4236.19626887019
BRAEBBYRVF9MHJHU,7170.096263925807
NKCEAX7HAQ2RJA3Q,9831.943731144442
CRTECN2RQZWBSP9W,5056.3309978443
WATDEWZ9UHSEHGZG,9129.483661798684
PTPEYW8HNV6G9YYR,3099.2280474625495
ACCEAMGZRRYVAHDC,5007.42004115707
SRTEHHXG8MUXTGPA,5853.778083475507
SKIE4S4NN4MHYM3Z,4880.147522815709
HMBE7G34YHWPWKYN,7025.399159387533
LLIEGTMFJBD7ZZZM,12946.068179838378
ACCEJGH6JVTM4CBH,1244.0159886561776
ACCDQDYBXJ9HZF37,9487.447732513501
RNGE88FRGZCXNKUG,204.20726259036394
NKCE7M3QNNPZDXHQ,9761.799567296428
VLBEGFFDP9H6WG2T,3586.2019676384252
TOPEAFG4YEQSH5TT,2797.6160046279915
WATEYAP3K2QQQWDH,5307.1246810738685
PCSEBDFUFJWGARNX,9892.166263836047
SWTEGXQFZY95SKG7,4831.32145821879
BRAEGJFXSM9ZQ6SK,6224.0219280714355
CAGE6FYKP34GA4GF,7121.164725969027
HMBEJCMH78VJF3M8,4518.81983670423
HIFEB7J3GSTVN5XJ,10039.608788382313
PBXE6ZHNGZREWWHR,4648.731603339071
PCSEAKVBNXFGZBKB,6624.7033199315265
BRAEBBMQQNZ9RZWR,5701.794148672691
ACCEGKFCXHZZH44S,566.0810160538326
SHODXQRRGKZ74U9M,4439.382827114365
DREE2Y6DVEKVVQQS,4566.821518559558
PBXE8ZHHG5Y525BT,6772.66249171147
CTTEH9FXZHGFKUA3,7787.450016070232
ACCDXFZXGQTBTM6N,3741.0564137618544
NKCE9PFF3TT4KSQJ,7441.59831599732
BRAE6NZAZK77HXZK,1389.3091714971774
NKCE4TV42BHDP63U,3540.626123083452
AIREDGGD9RJPZGYW,5555.736490631501
PCSEDAPMHR2HNHWP,7838.464941822377
PACE95FMAFXHZB5C,4514.3879503541575
WATDG4KP445AV5XC,12757.188795966398
ACCE9EYRRNZYZUBG,973.0204540325299
ACCE8XZMAHNC8JVS,35.797173821924844
SHOED5DCSTQKZCGF,3836.4930292642816
NKCE64Z4NGBHNAY7,3792.5104943603883
PBXE8WQTZ5GA2YYQ,1417.4956434318165
MUGEGZUMGYAPVSZH,4818.1077526135205
PBXE4RB3Y3GXWPFV,192.49381210920603
PCSE2ZFDJJGFNHC7,250.1660865837872
CRTECN2QT5HKHZ8F,4891.58266657597
MUGEACY8Q7ZYSTN8,2012.2972022428623
ACCEGG9VGRMQGHRD,6949.730341076144
PCSE76X48PVSDDVK,1551.6181632502035
PBXE6677X2D6UFZZ,5673.975137811867
WCKEGGGD2TXHHTJC,1771.1631976608114
NKCE7MMGF4PPGNA6,3050.3182259555288
CRTECN2QYTPHK5YQ,4989.321842157531
OIDEJFCWMMR6JQBE,5669.3891720985675
WATE5HFY4MJX6CHD,5337.297786548981
DREE4FC4TAR8M5GN,4608.197455241418
HACEGPF9DZVUZBFY,7748.828790094572
PBXE4Q7YF5KUYJYW,10949.344322569694
SHIED9YEH65NSA8N,9857.17587745946
WATDHMQJ68MVBRFV,12746.417286283438
HMBEGWTFEV4TF2RH,3427.0755181468
SHIE2FH7YTVDHFGT,3254.5770184759112
CRTECN2QYRY2KWZF,4358.8438390100055
TSHEDJXPN4HNT2UP,6035.979026830927
SHOECZH5WGBZHZES,2871.013833806506
NKCEDCT9MSAYG6H5,5313.427808979667
SOCEGGVYBTZPKXVP,4441.474026568389
PBXECARAQBCDSAZW,3694.8475620171716
CAGDU85YDHP9ZJH7,2653.964477807601
TCVEHSMFEGNCAGYN,5032.110603283463
RNGEDAPFZ2GKRUER,1209.7441707343983
CAGDY9Q7HSNDHGFC,3689.6545349501257
NKCECKHYZVHBQU9F,877.767432858303
NKCDQSVCRH8W73GF,6406.947239816195
WATD9H76RKGUUZHY,13293.417371378648
NKCE5HYVDQVATMKF,2187.6930068048914
RNGE9GWMKVHGEYZG,4255.586384182152
SHOEAGUMMWFABHUT,3507.897222410277
SWDEGZMPYQGNEBHG,5047.80959725145
TOPEFDXSHZPHCUAU,8762.55788159397
CAGDU85Y85GDJGUD,1604.1879663572427
CAGE4BQXK3FSTRRS,3632.8024960231382
CAGDZVGTV3SMMMBY,5144.093625877187
BEOEGXRVQPCKJHYC,3746.0704621589875
NKCE9YFBBYBM88DR,3368.0850877472085
DREECZGZVWGQM23M,4282.824381787767
PBXECYF3YHWYG4UN,2056.193954600504
WATEBG8FGBPUPKCV,4764.960074844553
SHIEEJG9RRDUH9XG,3470.0214446453483
CRTECN2QXAPEWXSF,2765.451713865337
BRAEE6YMSYPNCUX3,1633.9634549123639
WATE9MVXJXHZHEJU,3407.040281575723
RNGDREYRQQGZAPQM,5572.134770278084
CTPEGGFSNDQFAAVE,3638.309083331442
NKCEF2RFAPHSHZZZ,4153.390686002112
TOPDYAZZG5NU7ZBZ,6909.6840490835775
PBXE7QPWMSS5XGPZ,2419.760033321067
PCSECV3FHFAQ9T36,11327.350319714416
CRNEJB4NBT9BTM84,5190.1218930243485
TSHEHU5RFJCTJKBV,6749.353602360003
DREECZJC3XBKGDZT,5366.409445217519
SUDEGGATGYXA9YBC,11308.31308942147
BRAE8WYHTVZMFFHS,5386.735457328583
SFFEGZBXTYFSYJQA,4283.156819435469
ACCEABVYXNHCT8UE,5433.022605439915
BWLE6SJE9PXGV6DD,1757.5148336132695
NKCDYQ3RHYREHHYV,3965.4453007298916
NKCECDCRWDMZEH2Z,3332.6263030374666
SRTEH2F6HUZMQ6SJ,6945.105318608538
BRAE6KWFGZFXKPPB,3437.298006302456
HACEJQY5FQRZZUGM,8056.160705249204
CAGEYUXVF2FNARKD,3485.046036891031
NKCE7M3QTHTCGVVF,4211.596515297191
TOPE8PBFNH9YNHFK,4709.811106987789
BRAEDQFRZS9QFYTQ,1904.5439419435484
HMBEJCMMQR2JHFVP,2350.9300421252874
ACCDRFVG52PHVRSK,7205.301482157318
NKCE7MBR4QRBASDQ,3398.8192368674845
NKCDWBPZNZU5K2QZ,3693.9446641985237
BRAE8HMQATXFHFGZ,3573.6500588223257
MUGEAGGKEGCPWWPN,3546.020845424714
BKPEGXYWWJPETZZA,5236.22406699214
SGLEGBV6ZNUJNJS9,5648.720031182128
CAGEYUXVAKNKDUUV,6366.716488300305
NKCEDH9ANZGDAUWG,3291.3493075126917
NKCE5EHJHS38BUWB,3550.0797658074744
PBXE9YWGRFUQXHQH,12017.212467513215
SHIE3QDHP5RDGMZY,2903.010174531756
RNGE9HDVMPVBYPGJ,3506.423827699568
SCHE4YSTCUUSJWCK,2310.488785102408
SNDEGGTV9XERMGHH,7003.051740213869
PBXE92XFUMB7QWY6,8019.883953441937
CRTECN2QYK2R2PUS,4275.021228265228
TOPEEEPVYHHF9HGW,3527.778663843265
MUGE8F5RDEYMH4YH,4005.586472455637
NKCE52CSJ2GUY64G,1994.4655313874687
SHOE2K68QHZ3DWZF,3896.602812591108
DREE9YJHZZHWHAU7,4145.739352206685
NKCEACYSHS4MGKGY,12182.466103782903
CAGECT64KH6CZVMR,13289.508898815464
WATD9H76RG5FQT5Y,13323.14185852899
NKCE5UY97ACC9QAZ,628.6816885158185
LJGEG6UPBW8GKPRD,4416.373788550298
PBXEBFGFRM5797BZ,4714.307608079227
RNGEAY8GRWYMYSAK,5037.492852847426
SHOEF9G8WTWGAAFB,3655.1901685082353
PBXE5ZJZSAC73ZED,8318.621567025657
NKCEYYX9HJWJXAA8,3742.9428318621644
CAGDTFSHTF6TRBFZ,4550.639681292589
PBXE6E6YDZDNVKQH,1166.3578972642304
TROEGNQDQNGN99PJ,4429.311947785775
CRTECN2QXC68CTUM,6243.490683197446
CRTECN2QZNXTGGXG,5336.248384751701
VANE4VND2XHZRCNT,1796.2665576338095
NKCE8SESMHF2VSRM,3946.2924893587933
SHOEBYY4ZDWGQGEW,7556.047998696286
NKCEB7935AJSADGR,3960.5468733988873
SHIEBAXYS3FUTX8Z,6188.610625573221
NKCE2YCPKAPWDH8C,2986.6529774072974
FABE92NVHZHSFHGT,3494.1570623941366
SHIE93YGTRAV6XTW,5653.416805279289
CSOEGTPR39XZHZJY,5138.28711829879
WATE5HFYHPFHRCHY,4674.105365782232
BRAEBHCHY6VVRNRQ,2193.192512694281
NKCE5QPMUZRQFDAZ,2164.6078118597115
NKCE9ABEE5HDWZSM,5792.083949997359
SHOEJCZ28JFRY9RR,5679.0494839882995
PSLEAVTQQXEXZYYZ,4843.583921461842
SHOE66V8UMNGZKYM,1642.9800653564719
SHIE5HBGWKWJWFRA,3983.3803508939177
TOPE4HXDZHPR9K2C,1922.9463037001306
BRAEBCTWGWYRWXHC,5350.302960839779
TOPE6ZCJBVZY3HBH,4939.972139396921
CRNEG7BKMFFYHQ8Z,4875.606465717975
SHOE7DJBEPYGQPHF,3980.992216842263
ACCEHY86UG6B63AZ,4777.5029817790655
BLBEJR23J2CTPFAU,5968.569266733922
ACCEEV5V5VD5DR9C,1226.3711311277746
UMBEJZFHE285UEV2,5948.23725645863
SHOEBN3FFYG75P3D,3105.4733667875953
NKCEFGFURYNWH2DR,4114.883212138914
ETHEJG7NW4M4AFCZ,6617.442395314324
SWSE9UH4KXCHZHRJ,3570.514285952313
CRTECN2QZ7XUGBR6,4212.413847825513
