Employee_ID,Attrition_rate
EID_22713,0.45002
EID_9658,0.22313999999999998
EID_22203,0.10633999999999999
EID_7652,0.06476
EID_6516,0.17812
EID_20283,0.14186
EID_21014,0.12005999999999999
EID_7693,0.1706
EID_13232,0.28701999999999994
EID_6515,0.1146
EID_13639,0.17272
EID_14669,0.19916
EID_16537,0.26097999999999993
EID_5782,0.30394
EID_20157,0.09762
EID_1855,0.21168
EID_20748,0.22562
EID_23179,0.12362
EID_12838,0.14842
EID_21656,0.09552000000000001
EID_8844,0.21311999999999998
EID_1536,0.3267
EID_8822,0.15958
EID_11398,0.15764
EID_12965,0.15650000000000003
EID_5204,0.21095999999999998
EID_10030,0.12275999999999998
EID_13227,0.30132000000000003
EID_20607,0.1843
EID_14070,0.28487999999999997
EID_3755,0.20012
EID_5459,0.42024
EID_7697,0.10788
EID_3935,0.10466
EID_19046,0.16915999999999998
EID_4040,0.15122
EID_17730,0.20308
EID_4995,0.16712
EID_24653,0.14184
EID_6978,0.07461999999999999
EID_13775,0.12290000000000001
EID_14608,0.11809999999999998
EID_3148,0.20242
EID_24868,0.18416000000000002
EID_5521,0.08578000000000001
EID_21155,0.17546
EID_3840,0.09178
EID_10646,0.32706
EID_6711,0.31728
EID_16247,0.12254000000000001
EID_16789,0.13776
EID_17967,0.13044
EID_13270,0.3399
EID_18462,0.12206000000000002
EID_22248,0.20493999999999998
EID_22693,0.16032
EID_25662,0.24058000000000002
EID_23346,0.11396000000000002
EID_4437,0.14789999999999998
EID_18108,0.23456000000000002
EID_7000,0.15142000000000003
EID_22770,0.3794
EID_7816,0.11173999999999999
EID_19615,0.08872
EID_23807,0.39462
EID_16764,0.19862
EID_16818,0.24286
EID_22712,0.14346
EID_18198,0.10274000000000001
EID_11154,0.14366
EID_22137,0.1584
EID_11655,0.08988
EID_18514,0.27794
EID_24742,0.11852
EID_16019,0.12732000000000002
EID_7357,0.22515999999999997
EID_20106,0.2893800000000001
EID_13284,0.06910000000000001
EID_5451,0.16592
EID_19728,0.28778000000000004
EID_9178,0.28102
EID_13177,0.10242
EID_14300,0.09829999999999998
EID_4379,0.11472
EID_11285,0.13138
EID_14882,0.10529999999999999
EID_9969,0.36595999999999995
EID_23643,0.0733
EID_5935,0.26586
EID_7741,0.09025999999999999
EID_6176,0.32308000000000003
EID_5418,0.22733999999999996
EID_20626,0.13555999999999999
EID_1725,0.15876
EID_14317,0.05382
EID_12120,0.09844
EID_20264,0.07712
EID_16691,0.17154
EID_1093,0.24896000000000001
EID_2565,0.13235999999999998
EID_11463,0.31368
EID_12005,0.16176000000000001
EID_10326,0.20007999999999998
EID_12582,0.20328
EID_18228,0.12216
EID_11670,0.3055
EID_24257,0.11057999999999998
EID_7024,0.15362
EID_10382,0.33122
EID_20210,0.12932000000000002
EID_10294,0.16782000000000002
EID_19941,0.15592
EID_25572,0.08076
EID_7758,0.06821999999999999
EID_22718,0.23444000000000004
EID_1078,0.28480000000000005
EID_8227,0.11194
EID_1702,0.18919999999999998
EID_3532,0.2875
EID_22452,0.10115999999999999
EID_3019,0.14134000000000002
EID_22264,0.18482
EID_9866,0.14328000000000002
EID_3520,0.31358
EID_21098,0.07028
EID_1186,0.14594000000000001
EID_12355,0.28786
EID_11020,0.3574
EID_19193,0.15698
EID_17787,0.32686000000000004
EID_13719,0.13721999999999998
EID_24449,0.25712
EID_12957,0.22574
EID_24794,0.16077999999999998
EID_2866,0.22934000000000002
EID_10563,0.22678000000000004
EID_22492,0.14578
EID_4106,0.36448
EID_6648,0.19222
EID_7209,0.11508
EID_9692,0.14834
EID_22763,0.1256
EID_12622,0.20688
EID_9831,0.1627
EID_5731,0.13072
EID_1114,0.18968000000000002
EID_25017,0.08310000000000001
EID_22956,0.04994
EID_5549,0.34506000000000003
EID_12022,0.1502
EID_8034,0.14284000000000002
EID_20644,0.15667999999999999
EID_20125,0.14814000000000002
EID_21957,0.11652
EID_8870,0.13484000000000002
EID_2305,0.12946
EID_3977,0.19038
EID_14845,0.17342
EID_6629,0.05356000000000001
EID_14577,0.14234
EID_24509,0.08068
EID_1530,0.09344000000000001
EID_21524,0.11828000000000001
EID_6647,0.09184
EID_19730,0.28828
EID_4424,0.27618
EID_7964,0.14628000000000002
EID_6289,0.22476000000000002
EID_2899,0.17343999999999998
EID_2827,0.37046
EID_8801,0.23914
EID_20454,0.41122
EID_18988,0.2138
EID_8405,0.19478
EID_14497,0.14054
EID_11769,0.16706000000000001
EID_21353,0.07962
EID_2221,0.20994000000000002
EID_13218,0.14326
EID_4576,0.14086
EID_17470,0.49266
EID_14817,0.2056
EID_21845,0.33724
EID_21987,0.12603999999999999
EID_1168,0.20390000000000003
EID_14315,0.25986000000000004
EID_5043,0.12910000000000002
EID_1967,0.14436
EID_22274,0.09219999999999999
EID_11091,0.1598
EID_18421,0.23435999999999998
EID_8316,0.0986
EID_13308,0.15732
EID_19481,0.16912
EID_17732,0.35438000000000003
EID_4504,0.11734
EID_2539,0.09706
EID_19529,0.3077
EID_2279,0.18796000000000002
EID_14508,0.30848
EID_12241,0.1004
EID_11530,0.15460000000000002
EID_20147,0.11724000000000001
EID_6154,0.24862
EID_3523,0.13918000000000003
EID_20453,0.11217999999999999
EID_11929,0.36652
EID_12840,0.13835999999999998
EID_22320,0.09948000000000001
EID_25383,0.12506
EID_10731,0.14106
EID_1017,0.08054
EID_1819,0.26646000000000003
EID_22849,0.13591999999999999
EID_12290,0.09584000000000001
EID_24238,0.12132000000000001
EID_3105,0.18158
EID_14242,0.16305999999999998
EID_16569,0.1564
EID_8094,0.20711999999999997
EID_7824,0.13135999999999998
EID_8978,0.10384
EID_25314,0.20068000000000003
EID_17810,0.23598
EID_14856,0.12886
EID_22144,0.39334
EID_23603,0.10572
EID_7211,0.15186
EID_19340,0.12418
EID_1501,0.1334
EID_22111,0.14941999999999997
EID_16147,0.30304000000000003
EID_16746,0.20051999999999998
EID_20777,0.24108000000000002
EID_12999,0.17296
EID_21663,0.15811999999999998
EID_11862,0.22469999999999998
EID_17683,0.27837999999999996
EID_19819,0.16142
EID_21562,0.1905
EID_24390,0.20982000000000003
EID_14444,0.28922000000000003
EID_3261,0.14389999999999997
EID_7752,0.31716000000000005
EID_3033,0.17502
EID_22433,0.14128000000000002
EID_23727,0.29696
EID_24107,0.14858
EID_22537,0.18774
EID_13645,0.38332
EID_16021,0.29262
EID_19800,0.29822
EID_1944,0.16192
EID_15868,0.13208000000000003
EID_22188,0.23912000000000005
EID_13833,0.1995
EID_15028,0.16632000000000002
EID_24861,0.26433999999999996
EID_13033,0.09262000000000001
EID_23673,0.16088
EID_13265,0.15855999999999998
EID_23411,0.27976
EID_3761,0.18812
EID_7299,0.12174
EID_2379,0.22032
EID_18863,0.17806
EID_12115,0.13072
EID_23879,0.1512
EID_16586,0.37044
EID_19003,0.31906
EID_11107,0.29436
EID_15416,0.20642
EID_19214,0.3148
EID_5135,0.12450000000000001
EID_22464,0.22674
EID_22759,0.19946000000000003
EID_17833,0.16212000000000001
EID_17627,0.22546
EID_25730,0.13192
EID_2377,0.21286
EID_18085,0.14564000000000002
EID_14096,0.12496
EID_8384,0.12966000000000003
EID_17105,0.38239999999999996
EID_9929,0.13898
EID_13267,0.07547999999999999
EID_12954,0.21652
EID_4464,0.12694
EID_11464,0.19378
EID_19308,0.1315
EID_17530,0.19883999999999996
EID_6981,0.09119999999999999
EID_19951,0.14329999999999998
EID_1100,0.30854000000000004
EID_25145,0.1737
EID_15614,0.25792
EID_2961,0.20892000000000005
EID_1742,0.1553
EID_2843,0.14573999999999998
EID_9549,0.29785999999999996
EID_12832,0.23915999999999998
EID_17914,0.23145999999999994
EID_22832,0.12149999999999998
EID_5755,0.20937999999999998
EID_1141,0.21562
EID_18954,0.41904
EID_10824,0.16624
EID_24478,0.3179
EID_14916,0.21502000000000004
EID_4434,0.11772
EID_23650,0.054720000000000005
EID_16556,0.14634000000000003
EID_24656,0.42501999999999995
EID_25965,0.31974
EID_9279,0.3411
EID_13802,0.07927999999999999
EID_2748,0.14529999999999998
EID_17346,0.23788
EID_1171,0.29736
EID_1552,0.26922
EID_20674,0.11488000000000001
EID_2475,0.11486
EID_16714,0.1286
EID_7857,0.19958
EID_3294,0.13398
EID_2280,0.13038
EID_10203,0.25202
EID_22162,0.11113999999999999
EID_10438,0.36346
EID_12898,0.05908
EID_4358,0.09744
EID_6179,0.38262
EID_2538,0.09675999999999998
EID_13110,0.13957999999999998
EID_24585,0.2714
EID_1006,0.16576000000000002
EID_11632,0.28424000000000005
EID_21011,0.25482
EID_16869,0.25482
EID_20564,0.2636200000000001
EID_12996,0.13122
EID_1503,0.11364
EID_23053,0.2367
EID_22049,0.13512
EID_4346,0.22684
EID_1887,0.21128
EID_16849,0.25434
EID_10071,0.27948000000000006
EID_11265,0.29762000000000005
EID_12611,0.2557
EID_25542,0.2739
EID_11582,0.10828
EID_19550,0.22386
EID_5351,0.17282000000000003
EID_3305,0.15914
EID_18846,0.18534
EID_24764,0.26799999999999996
EID_2191,0.15408000000000002
EID_6314,0.246
EID_23248,0.10908
EID_4570,0.24706
EID_16415,0.13630000000000003
EID_11002,0.22474
EID_20498,0.19984000000000002
EID_7846,0.33014
EID_24121,0.17917999999999998
EID_7536,0.10282
EID_2015,0.1313
EID_7934,0.32184
EID_20903,0.26762
EID_17535,0.14146
EID_19760,0.10459999999999998
EID_9550,0.28392
EID_4261,0.0887
EID_19753,0.38108000000000003
EID_13542,0.26968
EID_24283,0.19166
EID_7552,0.36816000000000004
EID_11577,0.12530000000000002
EID_3228,0.24301999999999996
EID_17468,0.19224000000000002
EID_15815,0.23822000000000002
EID_2093,0.07854
EID_21356,0.26616
EID_12357,0.17656
EID_18495,0.21278000000000002
EID_5098,0.11321999999999999
EID_12691,0.38117999999999996
EID_13240,0.24798
EID_19312,0.10362
EID_23914,0.1775
EID_23175,0.19582
EID_15413,0.22266
EID_4785,0.14845999999999998
EID_25933,0.13206
EID_22705,0.24423999999999996
EID_19350,0.28034
EID_5369,0.12423999999999999
EID_20410,0.13177999999999998
EID_12557,0.25988
EID_17678,0.1598
EID_1342,0.12821999999999997
EID_12230,0.24817999999999998
EID_1311,0.14055999999999996
EID_5860,0.24424
EID_4259,0.16096
EID_10209,0.09949999999999999
EID_2300,0.13323999999999997
EID_17408,0.13664000000000004
EID_1883,0.25398
EID_1053,0.5122
EID_23610,0.20412
EID_17585,0.24222000000000002
EID_20845,0.13506
EID_15683,0.11894
EID_11976,0.13638
EID_12031,0.3023
EID_1711,0.10188000000000001
EID_6239,0.1112
EID_25541,0.2373
EID_9308,0.20085999999999998
EID_18168,0.25126
EID_11934,0.3201
EID_23472,0.10708
EID_13731,0.07742
EID_16069,0.15166000000000002
EID_18276,0.16842000000000001
EID_6141,0.11377999999999999
EID_12061,0.2512
EID_9450,0.08847999999999999
EID_21730,0.10303999999999998
EID_19506,0.21622
EID_13552,0.07909999999999999
EID_9945,0.1491
EID_1924,0.27315999999999996
EID_18453,0.13726
EID_20225,0.20464
EID_18673,0.14404
EID_11420,0.19876000000000002
EID_16631,0.17896
EID_21237,0.17262
EID_5015,0.19276
EID_20179,0.22814
EID_12073,0.29486
EID_21147,0.07804
EID_6714,0.15286000000000002
EID_10645,0.16247999999999999
EID_18298,0.48163999999999996
EID_2640,0.12264
EID_2318,0.15314
EID_25226,0.20432
EID_24099,0.18656
EID_20938,0.121
EID_8377,0.10740000000000001
EID_7023,0.17836000000000002
EID_11385,0.1626
EID_15016,0.11399999999999999
EID_25794,0.18134
EID_11494,0.13632
EID_2425,0.20794
EID_9847,0.15433999999999998
EID_3570,0.21614
EID_13573,0.16627999999999998
EID_13780,0.20734
EID_2949,0.19927999999999998
EID_19834,0.22056
EID_11384,0.15604
EID_23154,0.32894
EID_9337,0.13263999999999998
EID_3653,0.12284000000000002
EID_4850,0.19
EID_16283,0.13868
EID_5107,0.17557999999999999
EID_25156,0.14064000000000002
EID_17223,0.11765999999999999
EID_14695,0.20695999999999998
EID_11374,0.30291999999999997
EID_13672,0.46353999999999995
EID_6782,0.16476
EID_25074,0.11766000000000001
EID_21087,0.052059999999999995
EID_13017,0.19038
EID_9947,0.14228000000000002
EID_21221,0.1643
EID_21639,0.18156
